name,type,start_time,duration,mosi,miso
"SPI","result",0.5712068960000002,3.36e-06,0xF2,0xD6
"SPI","result",0.5712102560000002,3.352e-06,0xF3,0x9E
"SPI","disable",0.5712136080000002,8e-09,,
"SPI","enable",0.5722068880000002,8e-09,,
"SPI","result",0.5722068960000002,3.36e-06,0xF3,0xD9
"SPI","result",0.5722102560000002,3.352e-06,0xF4,0xA5
"SPI","disable",0.5722136080000002,8e-09,,
"SPI","enable",0.5732068880000002,8e-09,,
"SPI","result",0.5732068960000002,3.36e-06,0xF4,0xDC
"SPI","result",0.5732102560000002,3.352e-06,0xF5,0xAC
"SPI","disable",0.5732136080000002,8e-09,,
"SPI","enable",0.5742068880000002,8e-09,,
"SPI","result",0.5742068960000002,3.36e-06,0xF5,0xDF
"SPI","result",0.5742102560000002,3.352e-06,0xF6,0xB3
"SPI","disable",0.5742136080000002,8e-09,,
"SPI","enable",0.5752068880000002,8e-09,,
"SPI","result",0.5752068960000002,3.36e-06,0xF6,0xE2
"SPI","result",0.5752102560000002,3.352e-06,0xF7,0xBA
"SPI","disable",0.5752136080000002,8e-09,,
"SPI","enable",0.5762068880000002,8e-09,,
"SPI","result",0.5762068960000002,3.36e-06,0xF7,0xE5
"SPI","result",0.5762102560000002,3.352e-06,0xF8,0xC1
"SPI","disable",0.5762136080000002,8e-09,,
"SPI","enable",0.5772068880000002,8e-09,,
"SPI","result",0.5772068960000002,3.36e-06,0xF8,0xE8
"SPI","result",0.5772102560000002,3.352e-06,0xF9,0xC8
"SPI","disable",0.5772136080000002,8e-09,,
"SPI","enable",0.5782068880000002,8e-09,,
"SPI","result",0.5782068960000002,3.36e-06,0xF9,0xEB
"SPI","result",0.5782102560000002,3.352e-06,0xFA,0xCF
"SPI","disable",0.5782136080000002,8e-09,,
"SPI","enable",0.5792068880000002,8e-09,,
"SPI","result",0.5792068960000002,3.36e-06,0xFA,0xEE
"SPI","result",0.5792102560000002,3.352e-06,0xFB,0xD6
"SPI","disable",0.5792136080000002,8e-09,,
"SPI","enable",0.5802068880000002,8e-09,,
"SPI","result",0.5802068960000002,3.36e-06,0xFB,0xF1
"SPI","result",0.5802102560000002,3.352e-06,0xFC,0xDD
"SPI","disable",0.5802136080000002,8e-09,,
"SPI","enable",0.5812068880000002,8e-09,,
"SPI","result",0.5812068960000002,3.36e-06,0xFC,0xF4
"SPI","result",0.5812102560000002,3.352e-06,0xFD,0xE4
"SPI","disable",0.5812136080000002,8e-09,,
"SPI","enable",0.5822068880000002,8e-09,,
"SPI","result",0.5822068960000002,3.36e-06,0xFD,0xF7
"SPI","result",0.5822102560000002,3.352e-06,0xFE,0xEB
"SPI","disable",0.5822136080000002,8e-09,,
"SPI","enable",0.5832068880000002,8e-09,,
"SPI","result",0.5832068960000002,3.36e-06,0xFE,0xFA
"SPI","result",0.5832102560000002,3.352e-06,0xFF,0xF2
"SPI","disable",0.5832136080000002,8e-09,,
"SPI","enable",0.5842068880000002,8e-09,,
"SPI","result",0.5842068960000002,3.36e-06,0xFF,0xFD
"SPI","result",0.5842102560000002,3.352e-06,0x0,0xF9
"SPI","disable",0.5842136080000002,8e-09,,
"SPI","enable",0.5852068880000002,8e-09,,
"SPI","result",0.5852068960000002,3.36e-06,0x0,0x0
"SPI","result",0.5852102560000002,3.352e-06,0x01,0x0
"SPI","disable",0.5852136080000002,8e-09,,
"SPI","enable",0.5862068880000002,8e-09,,
"SPI","result",0.5862068960000002,3.36e-06,0x01,0x3
"SPI","result",0.5862102560000002,3.352e-06,0x02,0x7
"SPI","disable",0.5862136080000002,8e-09,,
"SPI","enable",0.5872068880000002,8e-09,,
"SPI","result",0.5872068960000002,3.36e-06,0x02,0x6
"SPI","result",0.5872102560000002,3.352e-06,0x03,0xE
"SPI","disable",0.5872136080000002,8e-09,,
"SPI","enable",0.5882068880000002,8e-09,,
"SPI","result",0.5882068960000002,3.36e-06,0x03,0x9
"SPI","result",0.5882102560000002,3.352e-06,0x04,0x15
"SPI","disable",0.5882136080000002,8e-09,,
"SPI","enable",0.5892068880000002,8e-09,,
"SPI","result",0.5892068960000002,3.36e-06,0x04,0xC
"SPI","result",0.5892102560000002,3.352e-06,0x05,0x1C
"SPI","disable",0.5892136080000002,8e-09,,
"SPI","enable",0.5902068880000002,8e-09,,
"SPI","result",0.5902068960000002,3.36e-06,0x05,0xF
"SPI","result",0.5902102560000002,3.352e-06,0x06,0x23
"SPI","disable",0.5902136080000002,8e-09,,
"SPI","enable",0.5912068880000002,8e-09,,
"SPI","result",0.5912068960000002,3.36e-06,0x06,0x12
"SPI","result",0.5912102560000002,3.352e-06,0x07,0x2A
"SPI","disable",0.5912136080000002,8e-09,,
"SPI","enable",0.5922068880000002,8e-09,,
"SPI","result",0.5922068960000002,3.36e-06,0x07,0x15
"SPI","result",0.5922102560000002,3.352e-06,0x08,0x31
"SPI","disable",0.5922136080000002,8e-09,,
"SPI","enable",0.5932068880000002,8e-09,,
"SPI","result",0.5932068960000002,3.36e-06,0x08,0x18
"SPI","result",0.5932102560000002,3.352e-06,0x09,0x38
"SPI","disable",0.5932136080000002,8e-09,,
"SPI","enable",0.5942068880000002,8e-09,,
"SPI","result",0.5942068960000002,3.36e-06,0x09,0x1B
"SPI","result",0.5942102560000002,3.352e-06,0x0A,0x3F
"SPI","disable",0.5942136080000002,8e-09,,
"SPI","enable",0.5952068880000002,8e-09,,
"SPI","result",0.5952068960000002,3.36e-06,0x0A,0x1E
"SPI","result",0.5952102560000002,3.352e-06,0x0B,0x46
"SPI","disable",0.5952136080000002,8e-09,,
"SPI","enable",0.5962068880000002,8e-09,,
"SPI","result",0.5962068960000002,3.36e-06,0x0B,0x21
"SPI","result",0.5962102560000002,3.352e-06,0x0C,0x4D
"SPI","disable",0.5962136080000002,8e-09,,
"SPI","enable",0.5972068880000002,8e-09,,
"SPI","result",0.5972068960000002,3.36e-06,0x0C,0x24
"SPI","result",0.5972102560000002,3.352e-06,0x0D,0x54
"SPI","disable",0.5972136080000002,8e-09,,
"SPI","enable",0.5982068880000002,8e-09,,
"SPI","result",0.5982068960000002,3.36e-06,0x0D,0x27
"SPI","result",0.5982102560000002,3.352e-06,0x0E,0x5B
"SPI","disable",0.5982136080000002,8e-09,,
"SPI","enable",0.5992068880000002,8e-09,,
"SPI","result",0.5992068960000002,3.36e-06,0x0E,0x2A
"SPI","result",0.5992102560000002,3.352e-06,0x0F,0x62
"SPI","disable",0.5992136080000002,8e-09,,
"SPI","enable",0.6002068880000002,8e-09,,
"SPI","result",0.6002068960000002,3.36e-06,0x0F,0x2D
"SPI","result",0.6002102560000002,3.352e-06,0x10,0x69
"SPI","disable",0.6002136080000002,8e-09,,
"SPI","enable",0.6012068880000002,8e-09,,
"SPI","result",0.6012068960000002,3.36e-06,0x10,0x30
"SPI","result",0.6012102560000002,3.352e-06,0x11,0x70
"SPI","disable",0.6012136080000002,8e-09,,
"SPI","enable",0.6022068880000002,8e-09,,
"SPI","result",0.6022068960000002,3.36e-06,0x11,0x33
"SPI","result",0.6022102560000002,3.352e-06,0x12,0x77
"SPI","disable",0.6022136080000002,8e-09,,
"SPI","enable",0.6032068880000002,8e-09,,
"SPI","result",0.6032068960000002,3.36e-06,0x12,0x36
"SPI","result",0.6032102560000002,3.352e-06,0x13,0x7E
"SPI","disable",0.6032136080000002,8e-09,,
"SPI","enable",0.6042068880000002,8e-09,,
"SPI","result",0.6042068960000002,3.36e-06,0x13,0x39
"SPI","result",0.6042102560000002,3.352e-06,0x14,0x85
"SPI","disable",0.6042136080000002,8e-09,,
"SPI","enable",0.6052068880000002,8e-09,,
"SPI","result",0.6052068960000002,3.36e-06,0x14,0x3C
"SPI","result",0.6052102560000002,3.352e-06,0x15,0x8C
"SPI","disable",0.6052136080000002,8e-09,,
"SPI","enable",0.6062068880000002,8e-09,,
"SPI","result",0.6062068960000002,3.36e-06,0x15,0x3F
"SPI","result",0.6062102560000002,3.352e-06,0x16,0x93
"SPI","disable",0.6062136080000002,8e-09,,
"SPI","enable",0.6072068880000002,8e-09,,
"SPI","result",0.6072068960000002,3.36e-06,0x16,0x42
"SPI","result",0.6072102560000002,3.352e-06,0x17,0x9A
"SPI","disable",0.6072136080000002,8e-09,,
"SPI","enable",0.6082068880000002,8e-09,,
"SPI","result",0.6082068960000002,3.36e-06,0x17,0x45
"SPI","result",0.6082102560000002,3.352e-06,0x18,0xA1
"SPI","disable",0.6082136080000002,8e-09,,
"SPI","enable",0.6092068880000002,8e-09,,
"SPI","result",0.6092068960000002,3.36e-06,0x18,0x48
"SPI","result",0.6092102560000002,3.352e-06,0x19,0xA8
"SPI","disable",0.6092136080000002,8e-09,,
"SPI","enable",0.6102068880000002,8e-09,,
"SPI","result",0.6102068960000002,3.36e-06,0x19,0x4B
"SPI","result",0.6102102560000002,3.352e-06,0x1A,0xAF
"SPI","disable",0.6102136080000002,8e-09,,
"SPI","enable",0.6112068880000002,8e-09,,
"SPI","result",0.6112068960000002,3.36e-06,0x1A,0x4E
"SPI","result",0.6112102560000002,3.352e-06,0x1B,0xB6
"SPI","disable",0.6112136080000002,8e-09,,
"SPI","enable",0.6122068880000002,8e-09,,
"SPI","result",0.6122068960000002,3.36e-06,0x1B,0x51
"SPI","result",0.6122102560000002,3.352e-06,0x1C,0xBD
"SPI","disable",0.6122136080000002,8e-09,,
"SPI","enable",0.6132068880000002,8e-09,,
"SPI","result",0.6132068960000002,3.36e-06,0x1C,0x54
"SPI","result",0.6132102560000002,3.352e-06,0x1D,0xC4
"SPI","disable",0.6132136080000002,8e-09,,
"SPI","enable",0.6142068880000002,8e-09,,
"SPI","result",0.6142068960000002,3.36e-06,0x1D,0x57
"SPI","result",0.6142102560000002,3.352e-06,0x1E,0xCB
"SPI","disable",0.6142136080000002,8e-09,,
"SPI","enable",0.6152068880000002,8e-09,,
"SPI","result",0.6152068960000002,3.36e-06,0x1E,0x5A
"SPI","result",0.6152102560000002,3.352e-06,0x1F,0xD2
"SPI","disable",0.6152136080000002,8e-09,,
"SPI","enable",0.6162068880000002,8e-09,,
"SPI","result",0.6162068960000002,3.36e-06,0x1F,0x5D
"SPI","result",0.6162102560000002,3.352e-06,0x20,0xD9
"SPI","disable",0.6162136080000002,8e-09,,
"SPI","enable",0.6172068880000002,8e-09,,
"SPI","result",0.6172068960000002,3.36e-06,0x20,0x60
"SPI","result",0.6172102560000002,3.352e-06,0x21,0xE0
"SPI","disable",0.6172136080000002,8e-09,,
"SPI","enable",0.6182068880000002,8e-09,,
"SPI","result",0.6182068960000002,3.36e-06,0x21,0x63
"SPI","result",0.6182102560000002,3.352e-06,0x22,0xE7
"SPI","disable",0.6182136080000002,8e-09,,
"SPI","enable",0.6192068880000002,8e-09,,
"SPI","result",0.6192068960000002,3.36e-06,0x22,0x66
"SPI","result",0.6192102560000002,3.352e-06,0x23,0xEE
"SPI","disable",0.6192136080000002,8e-09,,
"SPI","enable",0.6202068880000002,8e-09,,
"SPI","result",0.6202068960000002,3.36e-06,0x23,0x69
"SPI","result",0.6202102560000002,3.352e-06,0x24,0xF5
"SPI","disable",0.6202136080000002,8e-09,,
"SPI","enable",0.6212068880000002,8e-09,,
"SPI","result",0.6212068960000002,3.36e-06,0x24,0x6C
"SPI","result",0.6212102560000002,3.352e-06,0x25,0xFC
"SPI","disable",0.6212136080000003,8e-09,,
"SPI","enable",0.6222068880000002,8e-09,,
"SPI","result",0.6222068960000002,3.36e-06,0x25,0x6F
"SPI","result",0.6222102560000002,3.352e-06,0x26,0x3
"SPI","disable",0.6222136080000003,8e-09,,
"SPI","enable",0.6232068880000002,8e-09,,
"SPI","result",0.6232068960000002,3.36e-06,0x26,0x72
"SPI","result",0.6232102560000002,3.352e-06,0x27,0xA
"SPI","disable",0.6232136080000003,8e-09,,
"SPI","enable",0.6242068880000002,8e-09,,
"SPI","result",0.6242068960000002,3.36e-06,0x27,0x75
"SPI","result",0.6242102560000002,3.352e-06,0x28,0x11
"SPI","disable",0.6242136080000003,8e-09,,
"SPI","enable",0.6252068880000002,8e-09,,
"SPI","result",0.6252068960000002,3.36e-06,0x28,0x78
"SPI","result",0.6252102560000002,3.352e-06,0x29,0x18
"SPI","disable",0.6252136080000003,8e-09,,
"SPI","enable",0.6262068880000002,8e-09,,
"SPI","result",0.6262068960000002,3.36e-06,0x29,0x7B
"SPI","result",0.6262102560000002,3.352e-06,0x2A,0x1F
"SPI","disable",0.6262136080000003,8e-09,,
"SPI","enable",0.6272068880000002,8e-09,,
"SPI","result",0.6272068960000002,3.36e-06,0x2A,0x7E
"SPI","result",0.6272102560000002,3.352e-06,0x2B,0x26
"SPI","disable",0.6272136080000003,8e-09,,
"SPI","enable",0.6282068880000002,8e-09,,
"SPI","result",0.6282068960000002,3.36e-06,0x2B,0x81
"SPI","result",0.6282102560000002,3.352e-06,0x2C,0x2D
"SPI","disable",0.6282136080000003,8e-09,,
"SPI","enable",0.6292068880000002,8e-09,,
"SPI","result",0.6292068960000002,3.36e-06,0x2C,0x84
"SPI","result",0.6292102560000002,3.352e-06,0x2D,0x34
"SPI","disable",0.6292136080000003,8e-09,,
"SPI","enable",0.6302068880000002,8e-09,,
"SPI","result",0.6302068960000002,3.36e-06,0x2D,0x87
"SPI","result",0.6302102560000002,3.352e-06,0x2E,0x3B
"SPI","disable",0.6302136080000003,8e-09,,
"SPI","enable",0.6312068880000002,8e-09,,
"SPI","result",0.6312068960000002,3.36e-06,0x2E,0x8A
"SPI","result",0.6312102560000002,3.352e-06,0x2F,0x42
"SPI","disable",0.6312136080000003,8e-09,,
"SPI","enable",0.6322068880000002,8e-09,,
"SPI","result",0.6322068960000002,3.36e-06,0x2F,0x8D
"SPI","result",0.6322102560000002,3.352e-06,0x30,0x49
"SPI","disable",0.6322136080000003,8e-09,,
"SPI","enable",0.6332068880000002,8e-09,,
"SPI","result",0.6332068960000002,3.36e-06,0x30,0x90
"SPI","result",0.6332102560000002,3.352e-06,0x31,0x50
"SPI","disable",0.6332136080000003,8e-09,,
"SPI","enable",0.6342068880000002,8e-09,,
"SPI","result",0.6342068960000002,3.36e-06,0x31,0x93
"SPI","result",0.6342102560000002,3.352e-06,0x32,0x57
"SPI","disable",0.6342136080000003,8e-09,,
"SPI","enable",0.6352068880000002,8e-09,,
"SPI","result",0.6352068960000002,3.36e-06,0x32,0x96
"SPI","result",0.6352102560000003,3.352e-06,0x33,0x5E
"SPI","disable",0.6352136080000003,8e-09,,
"SPI","enable",0.6362068880000002,8e-09,,
"SPI","result",0.6362068960000002,3.36e-06,0x33,0x99
"SPI","result",0.6362102560000003,3.352e-06,0x34,0x65
"SPI","disable",0.6362136080000003,8e-09,,
"SPI","enable",0.6372068880000002,8e-09,,
"SPI","result",0.6372068960000002,3.36e-06,0x34,0x9C
"SPI","result",0.6372102560000003,3.352e-06,0x35,0x6C
"SPI","disable",0.6372136080000003,8e-09,,
"SPI","enable",0.6382068880000002,8e-09,,
"SPI","result",0.6382068960000002,3.36e-06,0x35,0x9F
"SPI","result",0.6382102560000003,3.352e-06,0x36,0x73
"SPI","disable",0.6382136080000003,8e-09,,
"SPI","enable",0.6392068880000003,8e-09,,
"SPI","result",0.6392068960000002,3.36e-06,0x36,0xA2
"SPI","result",0.6392102560000003,3.352e-06,0x37,0x7A
"SPI","disable",0.6392136080000003,8e-09,,
"SPI","enable",0.6402068880000003,8e-09,,
"SPI","result",0.6402068960000002,3.36e-06,0x37,0xA5
"SPI","result",0.6402102560000003,3.352e-06,0x38,0x81
"SPI","disable",0.6402136080000003,8e-09,,
"SPI","enable",0.6412068880000003,8e-09,,
"SPI","result",0.6412068960000002,3.36e-06,0x38,0xA8
"SPI","result",0.6412102560000003,3.352e-06,0x39,0x88
"SPI","disable",0.6412136080000003,8e-09,,
"SPI","enable",0.6422068880000003,8e-09,,
"SPI","result",0.6422068960000002,3.36e-06,0x39,0xAB
"SPI","result",0.6422102560000003,3.352e-06,0x3A,0x8F
"SPI","disable",0.6422136080000003,8e-09,,
"SPI","enable",0.6432068880000003,8e-09,,
"SPI","result",0.6432068960000002,3.36e-06,0x3A,0xAE
"SPI","result",0.6432102560000003,3.352e-06,0x3B,0x96
"SPI","disable",0.6432136080000003,8e-09,,
"SPI","enable",0.6442068880000003,8e-09,,
"SPI","result",0.6442068960000003,3.36e-06,0x3B,0xB1
"SPI","result",0.6442102560000003,3.352e-06,0x3C,0x9D
"SPI","disable",0.6442136080000003,8e-09,,
"SPI","enable",0.6452068880000003,8e-09,,
"SPI","result",0.6452068960000003,3.36e-06,0x3C,0xB4
"SPI","result",0.6452102560000003,3.352e-06,0x3D,0xA4
"SPI","disable",0.6452136080000003,8e-09,,
"SPI","enable",0.6462068880000003,8e-09,,
"SPI","result",0.6462068960000003,3.36e-06,0x3D,0xB7
"SPI","result",0.6462102560000003,3.352e-06,0x3E,0xAB
"SPI","disable",0.6462136080000003,8e-09,,
"SPI","enable",0.6472068880000003,8e-09,,
"SPI","result",0.6472068960000003,3.36e-06,0x3E,0xBA
"SPI","result",0.6472102560000003,3.352e-06,0x3F,0xB2
"SPI","disable",0.6472136080000003,8e-09,,
"SPI","enable",0.6482068880000003,8e-09,,
"SPI","result",0.6482068960000003,3.36e-06,0x3F,0xBD
"SPI","result",0.6482102560000003,3.352e-06,0x40,0xB9
"SPI","disable",0.6482136080000003,8e-09,,
"SPI","enable",0.6492068880000003,8e-09,,
"SPI","result",0.6492068960000003,3.36e-06,0x40,0xC0
"SPI","result",0.6492102560000003,3.352e-06,0x41,0xC0
"SPI","disable",0.6492136080000003,8e-09,,
"SPI","enable",0.6502068880000003,8e-09,,
"SPI","result",0.6502068960000003,3.36e-06,0x41,0xC3
"SPI","result",0.6502102560000003,3.352e-06,0x42,0xC7
"SPI","disable",0.6502136080000003,8e-09,,
"SPI","enable",0.6512068880000003,8e-09,,
"SPI","result",0.6512068960000003,3.36e-06,0x42,0xC6
"SPI","result",0.6512102560000003,3.352e-06,0x43,0xCE
"SPI","disable",0.6512136080000003,8e-09,,
"SPI","enable",0.6522068880000003,8e-09,,
"SPI","result",0.6522068960000003,3.36e-06,0x43,0xC9
"SPI","result",0.6522102560000003,3.352e-06,0x44,0xD5
"SPI","disable",0.6522136080000003,8e-09,,
"SPI","enable",0.6532068880000003,8e-09,,
"SPI","result",0.6532068960000003,3.36e-06,0x44,0xCC
"SPI","result",0.6532102560000003,3.352e-06,0x45,0xDC
"SPI","disable",0.6532136080000003,8e-09,,
"SPI","enable",0.6542068880000003,8e-09,,
"SPI","result",0.6542068960000003,3.36e-06,0x45,0xCF
"SPI","result",0.6542102560000003,3.352e-06,0x46,0xE3
"SPI","disable",0.6542136080000003,8e-09,,
"SPI","enable",0.6552068880000003,8e-09,,
"SPI","result",0.6552068960000003,3.36e-06,0x46,0xD2
"SPI","result",0.6552102560000003,3.352e-06,0x47,0xEA
"SPI","disable",0.6552136080000003,8e-09,,
"SPI","enable",0.6562068880000003,8e-09,,
"SPI","result",0.6562068960000003,3.36e-06,0x47,0xD5
"SPI","result",0.6562102560000003,3.352e-06,0x48,0xF1
"SPI","disable",0.6562136080000003,8e-09,,
"SPI","enable",0.6572068880000003,8e-09,,
"SPI","result",0.6572068960000003,3.36e-06,0x48,0xD8
"SPI","result",0.6572102560000003,3.352e-06,0x49,0xF8
"SPI","disable",0.6572136080000003,8e-09,,
"SPI","enable",0.6582068880000003,8e-09,,
"SPI","result",0.6582068960000003,3.36e-06,0x49,0xDB
"SPI","result",0.6582102560000003,3.352e-06,0x4A,0xFF
"SPI","disable",0.6582136080000003,8e-09,,
"SPI","enable",0.6592068880000003,8e-09,,
"SPI","result",0.6592068960000003,3.36e-06,0x4A,0xDE
"SPI","result",0.6592102560000003,3.352e-06,0x4B,0x6
"SPI","disable",0.6592136080000003,8e-09,,
"SPI","enable",0.6602068880000003,8e-09,,
"SPI","result",0.6602068960000003,3.36e-06,0x4B,0xE1
"SPI","result",0.6602102560000003,3.352e-06,0x4C,0xD
"SPI","disable",0.6602136080000003,8e-09,,
"SPI","enable",0.6612068880000003,8e-09,,
"SPI","result",0.6612068960000003,3.36e-06,0x4C,0xE4
"SPI","result",0.6612102560000003,3.352e-06,0x4D,0x14
"SPI","disable",0.6612136080000003,8e-09,,
"SPI","enable",0.6622068880000003,8e-09,,
"SPI","result",0.6622068960000003,3.36e-06,0x4D,0xE7
"SPI","result",0.6622102560000003,3.352e-06,0x4E,0x1B
"SPI","disable",0.6622136080000003,8e-09,,
"SPI","enable",0.6632068880000003,8e-09,,
"SPI","result",0.6632068960000003,3.36e-06,0x4E,0xEA
"SPI","result",0.6632102560000003,3.352e-06,0x4F,0x22
"SPI","disable",0.6632136080000003,8e-09,,
"SPI","enable",0.6642068880000003,8e-09,,
"SPI","result",0.6642068960000003,3.36e-06,0x4F,0xED
"SPI","result",0.6642102560000003,3.352e-06,0x50,0x29
"SPI","disable",0.6642136080000003,8e-09,,
"SPI","enable",0.6652068880000003,8e-09,,
"SPI","result",0.6652068960000003,3.36e-06,0x50,0xF0
"SPI","result",0.6652102560000003,3.352e-06,0x51,0x30
"SPI","disable",0.6652136080000003,8e-09,,
"SPI","enable",0.6662068880000003,8e-09,,
"SPI","result",0.6662068960000003,3.36e-06,0x51,0xF3
"SPI","result",0.6662102560000003,3.352e-06,0x52,0x37
"SPI","disable",0.6662136080000003,8e-09,,
"SPI","enable",0.6672068880000003,8e-09,,
"SPI","result",0.6672068960000003,3.36e-06,0x52,0xF6
"SPI","result",0.6672102560000003,3.352e-06,0x53,0x3E
"SPI","disable",0.6672136080000003,8e-09,,
"SPI","enable",0.6682068880000003,8e-09,,
"SPI","result",0.6682068960000003,3.36e-06,0x53,0xF9
"SPI","result",0.6682102560000003,3.352e-06,0x54,0x45
"SPI","disable",0.6682136080000003,8e-09,,
"SPI","enable",0.6692068880000003,8e-09,,
"SPI","result",0.6692068960000003,3.36e-06,0x54,0xFC
"SPI","result",0.6692102560000003,3.352e-06,0x55,0x4C
"SPI","disable",0.6692136080000003,8e-09,,
"SPI","enable",0.6702068880000003,8e-09,,
"SPI","result",0.6702068960000003,3.36e-06,0x55,0xFF
"SPI","result",0.6702102560000003,3.352e-06,0x56,0x53
"SPI","disable",0.6702136080000003,8e-09,,
"SPI","enable",0.6712068880000003,8e-09,,
"SPI","result",0.6712068960000003,3.36e-06,0x56,0x2
"SPI","result",0.6712102560000003,3.352e-06,0x57,0x5A
"SPI","disable",0.6712136080000003,8e-09,,
"SPI","enable",0.6722068880000003,8e-09,,
"SPI","result",0.6722068960000003,3.36e-06,0x57,0x5
"SPI","result",0.6722102560000003,3.352e-06,0x58,0x61
"SPI","disable",0.6722136080000003,8e-09,,
"SPI","enable",0.6732068880000003,8e-09,,
"SPI","result",0.6732068960000003,3.36e-06,0x58,0x8
"SPI","result",0.6732102560000003,3.352e-06,0x59,0x68
"SPI","disable",0.6732136080000003,8e-09,,
"SPI","enable",0.6742068880000003,8e-09,,
"SPI","result",0.6742068960000003,3.36e-06,0x59,0xB
"SPI","result",0.6742102560000003,3.352e-06,0x5A,0x6F
"SPI","disable",0.6742136080000003,8e-09,,
"SPI","enable",0.6752068880000003,8e-09,,
"SPI","result",0.6752068960000003,3.36e-06,0x5A,0xE
"SPI","result",0.6752102560000003,3.352e-06,0x5B,0x76
"SPI","disable",0.6752136080000003,8e-09,,
"SPI","enable",0.6762068880000003,8e-09,,
"SPI","result",0.6762068960000003,3.36e-06,0x5B,0x11
"SPI","result",0.6762102560000003,3.352e-06,0x5C,0x7D
"SPI","disable",0.6762136080000003,8e-09,,
"SPI","enable",0.6772068880000003,8e-09,,
"SPI","result",0.6772068960000003,3.36e-06,0x5C,0x14
"SPI","result",0.6772102560000003,3.352e-06,0x5D,0x84
"SPI","disable",0.6772136080000003,8e-09,,
"SPI","enable",0.6782068880000003,8e-09,,
"SPI","result",0.6782068960000003,3.36e-06,0x5D,0x17
"SPI","result",0.6782102560000003,3.352e-06,0x5E,0x8B
"SPI","disable",0.6782136080000003,8e-09,,
"SPI","enable",0.6792068880000003,8e-09,,
"SPI","result",0.6792068960000003,3.36e-06,0x5E,0x1A
"SPI","result",0.6792102560000003,3.352e-06,0x5F,0x92
"SPI","disable",0.6792136080000003,8e-09,,
"SPI","enable",0.6802068880000003,8e-09,,
"SPI","result",0.6802068960000003,3.36e-06,0x5F,0x1D
"SPI","result",0.6802102560000003,3.352e-06,0x60,0x99
"SPI","disable",0.6802136080000003,8e-09,,
"SPI","enable",0.6812068880000003,8e-09,,
"SPI","result",0.6812068960000003,3.36e-06,0x60,0x20
"SPI","result",0.6812102560000003,3.352e-06,0x61,0xA0
"SPI","disable",0.6812136080000003,8e-09,,
"SPI","enable",0.6822068880000003,8e-09,,
"SPI","result",0.6822068960000003,3.36e-06,0x61,0x23
"SPI","result",0.6822102560000003,3.352e-06,0x62,0xA7
"SPI","disable",0.6822136080000003,8e-09,,
"SPI","enable",0.6832068880000003,8e-09,,
"SPI","result",0.6832068960000003,3.36e-06,0x62,0x26
"SPI","result",0.6832102560000003,3.352e-06,0x63,0xAE
"SPI","disable",0.6832136080000003,8e-09,,
"SPI","enable",0.6842068880000003,8e-09,,
"SPI","result",0.6842068960000003,3.36e-06,0x63,0x29
"SPI","result",0.6842102560000003,3.352e-06,0x64,0xB5
"SPI","disable",0.6842136080000003,8e-09,,
"SPI","enable",0.6852068880000003,8e-09,,
"SPI","result",0.6852068960000003,3.36e-06,0x64,0x2C
"SPI","result",0.6852102560000003,3.352e-06,0x65,0xBC
"SPI","disable",0.6852136080000003,8e-09,,
"SPI","enable",0.6862068880000003,8e-09,,
"SPI","result",0.6862068960000003,3.36e-06,0x65,0x2F
"SPI","result",0.6862102560000003,3.352e-06,0x66,0xC3
"SPI","disable",0.6862136080000003,8e-09,,
"SPI","enable",0.6872068880000003,8e-09,,
"SPI","result",0.6872068960000003,3.36e-06,0x66,0x32
"SPI","result",0.6872102560000003,3.352e-06,0x67,0xCA
"SPI","disable",0.6872136080000003,8e-09,,
"SPI","enable",0.6882068880000003,8e-09,,
"SPI","result",0.6882068960000003,3.36e-06,0x67,0x35
"SPI","result",0.6882102560000003,3.352e-06,0x68,0xD1
"SPI","disable",0.6882136080000003,8e-09,,
"SPI","enable",0.6892068880000003,8e-09,,
"SPI","result",0.6892068960000003,3.36e-06,0x68,0x38
"SPI","result",0.6892102560000003,3.352e-06,0x69,0xD8
"SPI","disable",0.6892136080000003,8e-09,,
"SPI","enable",0.6902068880000003,8e-09,,
"SPI","result",0.6902068960000003,3.36e-06,0x69,0x3B
"SPI","result",0.6902102560000003,3.352e-06,0x6A,0xDF
"SPI","disable",0.6902136080000003,8e-09,,
"SPI","enable",0.6912068880000003,8e-09,,
"SPI","result",0.6912068960000003,3.36e-06,0x6A,0x3E
"SPI","result",0.6912102560000003,3.352e-06,0x6B,0xE6
"SPI","disable",0.6912136080000003,8e-09,,
"SPI","enable",0.6922068880000003,8e-09,,
"SPI","result",0.6922068960000003,3.36e-06,0x6B,0x41
"SPI","result",0.6922102560000003,3.352e-06,0x6C,0xED
"SPI","disable",0.6922136080000003,8e-09,,
"SPI","enable",0.6932068880000003,8e-09,,
"SPI","result",0.6932068960000003,3.36e-06,0x6C,0x44
"SPI","result",0.6932102560000003,3.352e-06,0x6D,0xF4
"SPI","disable",0.6932136080000003,8e-09,,
"SPI","enable",0.6942068880000003,8e-09,,
"SPI","result",0.6942068960000003,3.36e-06,0x6D,0x47
"SPI","result",0.6942102560000003,3.352e-06,0x6E,0xFB
"SPI","disable",0.6942136080000003,8e-09,,
"SPI","enable",0.6952068880000003,8e-09,,
"SPI","result",0.6952068960000003,3.36e-06,0x6E,0x4A
"SPI","result",0.6952102560000003,3.352e-06,0x6F,0x2
